Name,Style,Brewery,ABV,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
Milk Stout,Stout - Sweet / Milk,Lancaster Brewing Company,5.3,6,134,5,51,82,12,0,8,12,5,98
Too Cream Stout,Stout - Sweet / Milk,Dark Horse Brewing Company,7.5,20,126,13,83,79,15,2,16,30,21,132
Cream Stout,Stout - Sweet / Milk,St. Peter's Brewery Co Ltd,6.5,5,135,9,71,101,8,0,17,44,12,119
Neapolitan Milk Stout,Stout - Sweet / Milk,Saugatuck Brewing Company,6,2,109,7,25,96,8,0,54,16,27,84
72 Imperial Chocolate Cream Stout,Stout - Sweet / Milk,Breckenridge Brewery,7.2,8,155,13,48,90,12,0,14,20,17,147
Moo Thunder Stout Farmhouse Ale,Stout - Sweet / Milk,Butternuts Beer & Ale,4.9,6,85,3,25,54,5,0,2,12,2,59
Mother's Milk Stout,Stout - Sweet / Milk,Keegan Ales,6,5,112,6,41,64,6,0,0,19,4,77
Mackeson Triple XXX Stout,Stout - Sweet / Milk,Whitbread PLC,4.9,7,102,5,39,72,14,1,4,25,7,87
Oatmeal Milk Stout,Stout - Sweet / Milk,River Horse Brewing Co.,6.7,3,115,10,34,73,9,0,15,16,6,117
Moo Joos,Stout - Sweet / Milk,Brau Brothers Brewing Co. LLC,5.8,9,85,9,43,63,18,2,5,15,1,98
Brown Shugga',Strong Ale - American,Lagunitas Brewing Company,10,3,39,38,50,147,24,0,47,59,5,78
Undercover Investigation Shut-down Ale,Strong Ale - American,Lagunitas Brewing Company,9.6,11,33,29,56,65,33,0,44,70,6,59
The Hairy Eyeball,Strong Ale - American,Lagunitas Brewing Company,9.1,11,58,30,33,95,16,2,30,41,8,101
Samuel Adams UtopiasBoston Beer Company (Samuel Adams),Strong Ale - American,Boston Beer Company (Samuel Adams),28,8,44,64,30,108,18,0,76,13,42,107
Mélange No. 3,Strong Ale - American,The Bruery,16.3,6,60,61,18,99,23,0,57,10,21,114
Deliverance,Strong Ale - American,The Lost Abbey,14.5,7,93,97,35,120,25,0,54,17,26,130
The Angel's Share - Bourbon Barrel-Aged,Strong Ale - American,The Lost Abbey,12.5,8,57,101,16,95,14,0,37,11,27,130
Fred,Strong Ale - American,Hair of the Dog Brewing Company / Brewery and Tasting Room,10,13,61,39,37,118,54,0,73,48,20,98
Life and Limb,Strong Ale - American,Sierra Nevada Brewing Co.,10.2,6,52,31,24,129,10,0,13,36,22,112
B-Bomb (Bourbon Abominable Winter Ale),Strong Ale - American,Fremont Brewing Company,14,5,94,82,42,93,11,0,41,20,48,153
Double Dead Guy Ale,Strong Ale - American,Rogue Ales,9,12,45,38,39,77,34,0,35,58,10,102
Chocolate Ale,Strong Ale - American,Boulevard Brewing Co.,8.7,10,132,24,46,124,16,0,22,25,22,169
Eye of the Hawk,Strong Ale - American,Mendocino Brewing Company,8,12,21,28,40,52,23,0,25,44,4,57
Matt,Strong Ale - American,Hair of the Dog Brewing Company / Brewery and Tasting Room,11.5,8,40,54,13,87,34,0,50,8,36,70
The Angel's Share - Brandy Barrel-Aged,Strong Ale - American,The Lost Abbey,14.7,8,50,83,16,81,26,0,30,5,17,83
Ale To The Chief,Strong Ale - American,Avery Brewing Company,8.75,16,57,23,82,93,67,1,81,116,8,107
Fred From The Wood,Strong Ale - American,Hair of the Dog Brewing Company / Brewery and Tasting Room,10,12,58,39,26,108,24,1,46,18,49,82
Bell Ringer,Strong Ale - American,RJ Rockers Brewing Company,8,10,35,27,52,61,28,1,31,59,0,65
Bourbon Fred From The Wood,Strong Ale - American,Hair of the Dog Brewing Company / Brewery and Tasting Room,12,12,59,91,24,144,29,0,47,9,27,158
Maple Tripple Ale,Strong Ale - American,Lawson's Finest Liquids,12,7,37,39,16,179,13,0,16,14,5,141
Wailing Wench,Strong Ale - American,"Middle Ages Brewing Co., Ltd.",8,23,73,45,110,103,47,1,56,125,19,119
Quilter's Irish Death,Strong Ale - American,Iron Horse Brewery,7.8,10,59,21,24,46,4,0,6,13,6,71
Triple Bag,Strong Ale - American,Long Trail Brewing Co.,11,7,50,52,54,94,24,0,34,67,14,99
He'Brew Origin Pomegranate Ale,Strong Ale - American,Shmaltz Brewing Company,8,12,32,33,57,96,61,0,102,62,1,76
John Henry 3 Lick Spiker Ale,Strong Ale - American,Cold Spring Brewing Co.,9.1,15,75,83,34,67,12,0,18,18,25,136
Barmy,Strong Ale - American,Ballast Point Brewing Company,12,14,60,64,23,206,56,4,115,37,17,93
Boatswain H.L.V. Ale (Heavy Lift Vessel),Strong Ale - American,Minhas Craft Brewery,7,6,19,23,39,42,13,0,22,49,7,37
Raspberry Strong Ale,Strong Ale - American,Berkshire Brewing Company Inc.,9,14,34,27,13,147,55,0,97,14,4,55
Pray For Snow,Strong Ale - American,10 Barrel Brewing Co.,7,8,66,33,65,84,31,0,47,81,26,154
Colossus,Strong Ale - American,DuClaw Brewing Company,20,11,59,106,23,151,61,1,90,16,56,69
BART,Strong Ale - American,FiftyFifty Brewing Co.,12,6,83,62,38,96,22,0,24,19,27,129
Super Kitty,Strong Ale - American,Keegan Ales,12,7,56,50,63,102,26,0,26,75,7,97
Grande Réserve (Blue),Strong Ale - Belgian Dark,Bières de Chimay S.A.,9,4,38,27,8,65,13,0,40,5,9,45
Trappistes Rochefort 8,Strong Ale - Belgian Dark,Brasserie de Rochefort,9.2,10,44,28,18,125,34,0,68,15,28,88
Trois Pistoles,Strong Ale - Belgian Dark,Unibroue,9,6,47,25,29,88,35,1,87,20,33,74
Raison D'Être,Strong Ale - Belgian Dark,Dogfish Head Brewery,8,5,41,27,19,105,31,1,67,13,10,57
Gulden Draak,Strong Ale - Belgian Dark,Brouwerij Van Steenberge N.V.,10.5,4,46,28,14,102,41,0,62,16,22,75
The Mad Elf,Strong Ale - Belgian Dark,Tröegs Brewing Company,11,10,35,30,24,71,16,0,57,19,20,53
Brother Thelonious,Strong Ale - Belgian Dark,North Coast Brewing Co.,9.4,4,29,29,13,69,22,1,49,8,24,48
Delirium Nocturnum,Strong Ale - Belgian Dark,Brouwerij Huyghe,8.5,8,44,30,29,101,46,1,78,27,15,70
Black,Strong Ale - Belgian Dark,Allagash Brewing Company,7.5,9,95,18,69,83,17,0,28,35,9,144
Delirium Noël (Christmas),Strong Ale - Belgian Dark,Brouwerij Huyghe,10,11,40,28,13,74,36,0,55,10,44,44
Collaboration Not Litigation Ale,Strong Ale - Belgian Dark,Avery Brewing Company,8.72,10,49,24,11,101,21,0,51,17,39,61
Raison D'Extra,Strong Ale - Belgian Dark,Dogfish Head Brewery,15,6,52,58,22,168,40,1,116,20,18,81
Monk's Blood,Strong Ale - Belgian Dark,21st Amendment Brewery,8.3,9,32,36,20,104,30,0,84,13,51,36
Local 2,Strong Ale - Belgian Dark,Brooklyn Brewery,9,13,48,40,12,146,51,0,100,19,13,75
N'Ice Chouffe,Strong Ale - Belgian Dark,Brasserie d'Achouffe,10,20,43,49,25,89,41,0,64,47,44,86
Corsendonk Christmas Ale,Strong Ale - Belgian Dark,Brouwerij Corsendonk,8.1,8,47,16,22,89,25,0,66,26,40,75
Salvation,Strong Ale - Belgian Dark,Russian River Brewing Company,9,13,58,19,20,95,45,0,64,22,18,57
McChouffe,Strong Ale - Belgian Dark,Brasserie d'Achouffe,8,13,52,25,15,100,33,0,58,31,45,88
17 Grande Réserve,Strong Ale - Belgian Dark,Unibroue,10,6,66,28,14,127,40,0,78,11,50,83
Oerbier,Strong Ale - Belgian Dark,Brouwerij De Dolle Brouwers,9,12,36,47,16,114,47,0,88,21,24,58
Noel De Calabaza,Strong Ale - Belgian Dark,Jolly Pumpkin Artisan Ales,9,13,42,27,15,92,118,0,80,11,23,56
Grand Cru,Strong Ale - Belgian Dark,AleSmith Brewing Company,10,15,57,32,16,136,37,0,83,14,33,88
10 Commandments,Strong Ale - Belgian Dark,The Lost Abbey,11,9,55,58,29,119,41,0,80,36,27,67
Nostradamus,Strong Ale - Belgian Dark,Brasserie Caracole,9,6,39,48,6,72,30,0,68,4,14,47
Gouden Carolus Classic,Strong Ale - Belgian Dark,Brouwerij Het Anker,8.5,10,60,40,24,127,23,2,81,26,30,92
Gouden Carolus Noël / Christmas,Strong Ale - Belgian Dark,Brouwerij Het Anker,10.5,12,52,50,24,92,28,0,58,12,38,89
Abbaye Des Rocs Grand Cru Belgian Special Brown,Strong Ale - Belgian Dark,Brasserie de l'Abbaye des Rocs s.a.,9,13,59,22,16,130,53,0,79,16,27,79
Hitachino Nest Extra High (XH),Strong Ale - Belgian Dark,Kiuchi Brewery,8,17,47,27,23,73,54,0,51,23,20,64
Grand Cru,Strong Ale - Belgian Dark,Allagash Brewing Company,7.2,8,55,42,19,119,63,1,91,29,64,70
Affligem Noël,Strong Ale - Belgian Dark,Brouwerij De Smedt / Brouwerij Affligem,9,13,72,45,19,124,47,0,91,15,66,75
Abbaye Des Rocs [Brasserie Des Rocs Brune],Strong Ale - Belgian Dark,Brasserie de l'Abbaye des Rocs s.a.,9,10,45,28,17,92,21,1,53,18,18,72
Achel Trappist Extra,Strong Ale - Belgian Dark,Brouwerij der St. Benedictusabdij de Achelse,9.5,17,52,38,22,122,33,0,80,18,34,81
Brasserie Des Rocs Triple Impériale,Strong Ale - Belgian Dark,Brasserie de l'Abbaye des Rocs s.a.,10,6,31,29,32,101,37,1,63,36,33,65
Green Flash Grand Cru,Strong Ale - Belgian Dark,Green Flash Brewing Co.,9.1,14,62,20,32,136,40,0,92,46,35,83
Gouden Carolus Ambrio,Strong Ale - Belgian Dark,Brouwerij Het Anker,8,11,32,50,24,80,37,1,49,27,25,58
St. Feuillien Cuvée De Noël,Strong Ale - Belgian Dark,Brasserie St. Feuillien,9,10,37,41,20,87,41,0,69,15,54,54
Leute Bok,Strong Ale - Belgian Dark,Brouwerij Van Steenberge N.V.,7.5,16,60,23,31,130,45,0,80,36,14,106
Moinette Brune,Strong Ale - Belgian Dark,Brasserie Dupont sprl,8.5,13,51,25,16,109,45,0,84,22,28,54
Leffe Radieuse,Strong Ale - Belgian Dark,Abbaye de Leffe S.A.,8.2,6,41,37,17,87,32,0,60,24,19,53
Monk's Mistress,Strong Ale - Belgian Dark,Midnight Sun Brewing Co.,11.5,19,61,39,19,124,52,0,89,9,26,93
Nor' Easter Winter Warmer,Strong Ale - Belgian Dark,Captain Lawrence Brewing Co.,12,20,60,79,7,104,71,0,73,14,27,92
Duvel,Strong Ale - Belgian Pale,Brouwerij Duvel Moortgat NV,8.5,19,31,35,41,41,52,1,61,49,31,27
Delirium Tremens,Strong Ale - Belgian Pale,Brouwerij Huyghe,8.5,20,21,33,16,44,43,0,56,28,34,24
Matilda,Strong Ale - Belgian Pale,Goose Island Beer Co.,7,17,23,9,18,59,71,1,63,25,49,47
Damnation,Strong Ale - Belgian Pale,Russian River Brewing Company,7.5,23,39,26,30,42,45,3,57,51,41,36
Pranqster,Strong Ale - Belgian Pale,North Coast Brewing Co.,7.6,11,23,11,8,45,34,1,32,16,21,32
La Chouffe (Blonde),Strong Ale - Belgian Pale,Brasserie d'Achouffe,8,9,40,21,23,65,64,0,75,57,33,33
Piraat,Strong Ale - Belgian Pale,Brouwerij Van Steenberge N.V.,10.5,13,48,40,23,111,58,6,82,23,34,86
Local 1,Strong Ale - Belgian Pale,Brooklyn Brewery,9,21,30,50,27,80,55,0,64,36,28,47
Mischief,Strong Ale - Belgian Pale,The Bruery,8.5,21,32,16,57,52,58,0,90,65,41,24
Kwak,Strong Ale - Belgian Pale,Brouwerij Bosteels,8.4,12,37,18,6,75,28,0,49,16,28,53
Gnomegang,Strong Ale - Belgian Pale,Brewery Ommegang,9.5,13,27,34,25,53,40,0,47,41,32,27
Stille Nacht,Strong Ale - Belgian Pale,Brouwerij De Dolle Brouwers,12,11,41,52,16,108,74,1,95,22,49,38
Horny Devil,Strong Ale - Belgian Pale,AleSmith Brewing Company,10,15,19,32,9,72,48,1,63,29,37,33
Confluence Ale,Strong Ale - Belgian Pale,Allagash Brewing Company,7.5,23,38,16,40,45,100,2,73,58,17,46
668 Neighbor Of The Beast,Strong Ale - Belgian Pale,New England Brewing Co.,7.8,12,49,18,18,57,46,3,67,36,42,53
La Trappe Isid'or,Strong Ale - Belgian Pale,Bierbrouwerij De Koningshoeven B.V.,7.5,14,47,19,25,117,33,0,64,45,29,69
Inferno Ale,Strong Ale - Belgian Pale,The Lost Abbey,8.5,26,41,37,24,58,65,0,90,42,37,36
Hitachino Nest Red Rice Ale,Strong Ale - Belgian Pale,Kiuchi Brewery,7,20,27,23,8,68,41,1,62,20,21,59
Faithfull Ale,Strong Ale - Belgian Pale,Dogfish Head Brewery,7,24,48,26,33,94,74,2,103,43,19,47
Hades Ale,Strong Ale - Belgian Pale,Great Divide Brewing Company,7.8,23,48,51,54,83,86,1,105,65,60,54
Arabier,Strong Ale - Belgian Pale,Brouwerij De Dolle Brouwers,8,32,37,27,52,71,67,1,76,68,55,34
Reinaert Flemish Wild AleDe Proefbrouwerij (bvba Andelot),Strong Ale - Belgian Pale,De Proefbrouwerij (bvba Andelot),9,22,26,13,11,55,105,0,67,20,11,23
Grand Cru Winter Reserve,Strong Ale - Belgian Pale,Flying Fish Brewing Company,7.2,10,23,15,15,54,28,1,36,19,24,27
Moinette Blond,Strong Ale - Belgian Pale,Brasserie Dupont sprl,8.5,29,44,31,29,90,64,3,92,62,48,71
Lucifer,Strong Ale - Belgian Pale,Brouwerij Het Anker,8,10,24,28,28,70,43,1,42,29,15,31
Boskeun,Strong Ale - Belgian Pale,Brouwerij De Dolle Brouwers,10,12,48,41,19,80,54,0,64,37,26,41
Victoria Ale,Strong Ale - Belgian Pale,Allagash Brewing Company,9,16,30,16,14,83,43,1,72,21,19,19
Victor Ale,Strong Ale - Belgian Pale,Allagash Brewing Company,9,24,35,12,16,109,64,1,78,26,15,39
Grand Cru,Strong Ale - Belgian Pale,North Coast Brewing Co.,12.9,21,37,96,5,130,71,0,119,0,35,70
BelzebuthBrasserie Grain d' Orge (Brasserie Jeanne d'Arc SA),Strong Ale - Belgian Pale,Brasserie Grain d' Orge (Brasserie Jeanne d'Arc SA),13,6,20,67,10,70,28,1,32,14,7,50
It's Alive!,Strong Ale - Belgian Pale,Mikkeller ApS,8,30,33,11,33,97,118,0,84,53,8,37
Malheur 10°,Strong Ale - Belgian Pale,Brouwerij De Landtsheer NV,10,18,38,28,16,68,56,1,79,24,25,34
Barbãr (Belgian Honey Ale),Strong Ale - Belgian Pale,Brasserie Lefèbvre SA,8,13,25,23,19,84,21,1,22,41,13,84
Melange A Trois - Reserve Series Aged In French Oak Chardonnay Barrels,Strong Ale - Belgian Pale,Nebraska Brewing Company,11.3,31,56,22,19,73,95,2,103,31,37,38
La Guillotine,Strong Ale - Belgian Pale,Brouwerij Huyghe,8.5,15,36,39,32,61,51,5,61,49,20,46
Southampton Grand Cru,Strong Ale - Belgian Pale,Southampton Publick House,9.5,15,49,61,22,115,82,0,103,46,79,45
Hoegaarden Grand Cru,Strong Ale - Belgian Pale,Brouwerij van Hoegaarden,8.5,13,36,49,10,46,58,0,70,20,55,35
Alpha Kong,Strong Ale - Belgian Pale,Three Floyds Brewing Co. & Brewpub,10.5,10,40,39,28,63,37,0,53,46,71,36
St. Feuillien Grand Cru,Strong Ale - Belgian Pale,Brasserie St. Feuillien,9.5,21,26,18,25,74,48,2,48,46,13,50
Seigneuriale,Strong Ale - Belgian Pale,Unibroue,7.5,22,33,27,33,91,61,1,85,48,68,62
Kentucky Bourbon Barrel Ale,Strong Ale - English,Alltech’s Lexington Brewing and Distilling Co.,8.19,9,40,88,25,49,10,2,13,21,23,128
Immort Ale,Strong Ale - English,Dogfish Head Brewery,11,11,60,41,18,126,24,0,42,21,62,91
Fuller's 1845,Strong Ale - English,Fuller Smith & Turner PLC,6.3,16,63,25,50,81,36,0,41,58,11,136
Yorkshire StingoSamuel Smith Old Brewery (Tadcaster),Strong Ale - English,Samuel Smith Old Brewery (Tadcaster),8,12,57,46,25,92,44,0,74,16,28,75
Ubu Ale,Strong Ale - English,Lake Placid Craft Brewing Company,7,7,58,19,34,73,11,2,13,33,4,93
Geary's Hampshire Special Ale,Strong Ale - English,D.L. Geary Brewing Company,7,10,53,52,59,72,20,0,39,62,3,110
King Goblin,Strong Ale - English,Wychwood Brewery Company Ltd,6.6,6,34,33,29,73,25,0,34,34,10,87
Adnams Broadside,Strong Ale - English,"Adnams plc, Sole Bay Brewery",6.3,4,46,27,32,72,28,0,47,34,14,80
Extra Strong Vintage Ale,Strong Ale - English,Coopers Brewery Limited,7.5,17,55,31,37,83,43,1,53,40,9,80
Hen's Tooth,Strong Ale - English,Greene King / Morland Brewery,6.5,17,52,23,33,59,23,0,28,46,5,82
Riggwelter Yorkshire Ale,Strong Ale - English,Black Sheep Brewery PLC,5.7,27,69,28,74,96,39,1,46,62,22,140
Insanely Bad Elf Imperial Red Ale,Strong Ale - English,Ridgeway Brewing,11.2,8,42,71,37,95,46,0,85,49,11,87
Old Crafty Hen,Strong Ale - English,Greene King / Morland Brewery,6.5,16,42,36,42,97,47,0,77,67,17,114
Seriously Bad Elf,Strong Ale - English,Ridgeway Brewing,9,9,45,81,28,122,54,1,64,49,22,108
Manchester Star AleJ.W. Lees & Co (Brewers) Ltd,Strong Ale - English,J.W. Lees & Co (Brewers) Ltd,7.3,12,82,40,69,119,39,0,50,59,15,116
Jolly Roger Christmas Ale,Strong Ale - English,Maritime Pacific Brewing Company,9,9,47,31,57,72,21,1,22,69,21,97
Bracia,Strong Ale - English,Thornbridge Brewery,10,6,82,29,68,91,25,0,36,35,19,159
Moonraker AleJ.W. Lees & Co (Brewers) Ltd,Strong Ale - English,J.W. Lees & Co (Brewers) Ltd,7.5,14,55,41,20,97,37,0,69,15,25,77
Reindeer's Revolt,Strong Ale - English,Ridgeway Brewing,6,15,44,22,49,70,40,2,56,76,16,105
Pride Of Milford Special Ale,Strong Ale - English,Cooperstown Brewing Company,7.7,10,47,39,31,102,35,0,43,35,7,102
Wizard's Winter Ale,Strong Ale - English,"Middle Ages Brewing Co., Ltd.",6.3,15,53,32,46,59,32,0,35,54,25,77
Twelve Days,Strong Ale - English,Hook Norton Brewery Co. Ltd.,5.5,18,68,22,38,83,24,0,41,35,13,102
An Brain Blásta,Strong Ale - English,The Porterhouse Brewing Company,7,11,48,28,40,89,32,0,39,74,4,101
Extra Special Oak (ESO),Strong Ale - English,Element Brewing Company,7.75,18,51,25,29,67,25,2,30,39,45,88
Triple,Strong Ale - English,W.H. Brakspear & Sons plc,7.2,17,63,48,51,119,54,0,66,55,16,106
Monkey Wrench Strong Ale,Strong Ale - English,Daleside Brewery,5.3,15,69,25,40,79,25,1,35,40,7,114
Morocco Ale,Strong Ale - English,Daleside Brewery,5.5,11,68,22,39,67,20,2,31,46,37,111
Otro Mundo Strong Red Ale,Strong Ale - English,Otro Mundo Brewing Company,7.5,8,34,35,22,93,37,0,45,27,2,88
Peculiar,Strong Ale - English,Granite Brewery & Restaurant,5.6,11,60,17,40,81,30,1,34,45,19,97
1488 Whisky Beer,Strong Ale - English,Tullibardine Distillery,7,10,54,74,13,74,23,0,31,16,28,81
Otter Head,Strong Ale - English,Otter Brewery Ltd,5.8,16,56,30,63,116,42,0,60,86,14,113
Old Admiral,Strong Ale - English,Lord Nelson Brewery Hotel,6.7,8,46,24,38,67,24,0,16,31,5,97
The Saints Whisky Beer,Strong Ale - English,St. Peter's Brewery Co Ltd,4.8,12,41,59,26,25,13,5,11,24,65,51
Centurion's Ghost Ale,Strong Ale - English,York Brewery Company Limited,5.4,12,88,18,72,70,30,1,34,77,23,107
Ripon Jewel Ale,Strong Ale - English,Daleside Brewery,5.8,17,62,13,60,63,41,0,29,77,14,85
La Fin Du Monde,Tripel,Unibroue,9,14,41,18,12,40,44,2,62,31,53,36
Golden Monkey,Tripel,Victory Brewing Company,9.5,3,30,26,8,26,10,0,39,14,45,30
Westmalle Trappist Tripel,Tripel,Brouwerij Westmalle,9.5,13,53,30,26,53,25,0,56,36,37,37
Tripel (White),Tripel,Bières de Chimay S.A.,8,15,40,25,38,62,43,1,57,59,25,33
Tripel Karmeliet,Tripel,Brouwerij Bosteels,8.4,18,42,18,17,52,36,1,66,26,23,46
Tripel,Tripel,Brouwerij St. Bernardus NV,8,30,44,30,18,80,72,8,94,24,55,59
Trippel,Tripel,New Belgium Brewing,8.5,15,30,24,17,42,34,0,47,27,31,26
Don De Dieu,Tripel,Unibroue,9,23,33,20,12,85,66,2,78,22,36,52
Tripel Ale,Tripel,Allagash Brewing Company,9,20,45,29,23,73,57,1,78,46,58,47
Merry Monks,Tripel,Weyerbacher Brewing Co.,9.3,19,29,44,12,64,50,0,85,15,47,41
Maredsous 10 - Triple,Tripel,Brouwerij Duvel Moortgat NV,10,13,34,33,5,69,56,0,71,11,23,24
Trade Winds,Tripel,The Bruery,8.1,25,46,28,15,71,52,0,73,56,65,37
La Trappe Tripel (Koningshoeven / Dominus),Tripel,Bierbrouwerij De Koningshoeven B.V.,8,19,37,26,28,73,46,2,50,51,32,57
Samuel Adams New World Tripel (Barrel Room Collection)Boston Beer Company (Samuel Adams),Tripel,Boston Beer Company (Samuel Adams),10,4,38,25,18,66,36,0,59,23,32,22
Agnus Dei (Abbey Pale Ale),Tripel,Brouwerij Corsendonk,7.5,28,30,20,25,72,45,1,51,38,41,51
Gouden Carolus Tripel,Tripel,Brouwerij Het Anker,9,16,36,22,20,68,45,0,75,42,32,26
Dulle Teve (Mad Bitch),Tripel,Brouwerij De Dolle Brouwers,10,21,42,38,36,125,104,2,121,59,40,50
Sapient Trip Ale,Tripel,Dark Horse Brewing Company,9.5,13,35,19,20,36,44,4,69,22,27,27
Devil's Backbone,Tripel,Real Ale Brewing Company,8.1,15,30,14,8,30,19,0,22,15,35,35
Trappist Achel 8° Blond,Tripel,Brouwerij der St. Benedictusabdij de Achelse,8,21,28,21,26,75,51,0,80,46,44,39
Affligem Tripel,Tripel,Brouwerij De Smedt / Brouwerij Affligem,9.5,17,32,18,24,105,58,0,84,42,28,49
Brother David's Triple Abbey Style Ale,Tripel,Anderson Valley Brewing Company,10,15,38,30,22,96,55,0,84,39,37,53
Bornem Triple,Tripel,Brouwerij Van Steenberge N.V.,9,24,29,18,19,58,52,0,68,24,23,27
Tripel Horse,Tripel,River Horse Brewing Co.,10,5,35,26,9,67,30,0,54,12,45,34
Golden Delicious,Tripel,Captain Lawrence Brewing Co.,11,30,45,120,43,154,129,0,148,60,34,91
St. Feuillien Triple,Tripel,Brasserie St. Feuillien,8.5,19,30,33,29,62,65,0,61,54,35,44
Final Absolution Trippel,Tripel,Dragonmead Microbrewery,10,7,32,16,23,71,35,0,51,26,24,33
Straffe Hendrik Bruges Tripel Bier 9°,Tripel,Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan,9,23,40,34,20,56,38,0,46,34,22,48
Watou Tripel,Tripel,Brouwerij St. Bernardus NV,7.5,16,35,16,15,63,55,1,78,26,54,39
Trippel,Tripel,Green Flash Brewing Co.,9.7,22,68,41,37,140,100,2,140,68,56,61
Damnation Batch 23 (Oak Aged),Tripel,Russian River Brewing Company,11,11,30,45,16,64,60,0,66,22,35,29
Triple,Tripel,Brasserie de l'Abbaye du Val-Dieu,9,10,36,22,11,89,52,0,77,17,32,40
Augustijn Ale,Tripel,Brouwerij Van Steenberge N.V.,8,20,43,39,19,72,87,0,98,28,47,39
Kasteel Tripel,Tripel,Brouwerij Van Honsebrouck N.V.,11,18,41,41,19,93,57,0,53,40,23,54
Eau Benite,Tripel,Unibroue,7.7,24,51,40,17,69,83,0,107,35,38,33
Abbey Triple,Tripel,Sprecher Brewing Company,8.4,8,22,16,6,79,42,0,57,11,23,39
Tripel Van De Garre,Tripel,Brouwerij Van Steenberge N.V.,11,13,54,22,19,91,45,4,80,56,50,55
Winter Session Ale,Wheat Beer - American Dark,Peak Organic Brewing Company,5,26,46,5,100,55,40,0,54,113,3,112
River Guide,Wheat Beer - American Dark,Berkshire Brewing Company Inc.,7,21,67,21,40,95,27,0,35,46,24,165
Black Wit-O,Wheat Beer - American Dark,No Label Brewing Company,7,8,59,10,29,34,12,0,12,14,21,81
Cornstalker Dark Wheat,Wheat Beer - American Dark,Thunderhead Brewing Company,5.2,18,60,6,32,33,6,0,8,7,7,118
Black Walnut Wheat,Wheat Beer - American Dark,Piney River Brewing Company,4.5,15,35,5,25,26,2,0,2,30,0,149
Red Bud,Wheat Beer - American Dark,Greenbush Brewing Company,6.1,8,14,7,17,21,5,0,6,24,14,57
WRed Wheat,Wheat Beer - American Dark,Wild Rose Brewery & Taproom,5,19,52,5,38,65,21,1,11,58,8,155
Shredder's Wheat,Wheat Beer - American Dark,Barley Brown's Brewpub,5.8,2,13,0,5,5,2,0,3,5,3,20
Ruddy Wheat,Wheat Beer - American Dark,Weston Brewing Company & O'Malley's Pub,0,7,6,3,3,10,4,1,3,7,1,18
Gwiniz Du,Wheat Beer - American Dark,Brasserie Britt de Bretagne,5.4,4,29,8,17,40,41,3,36,15,11,53
Oktoberfest,Wheat Beer - American Dark,Schmohz Brewing Company,5.2,4,13,0,5,12,14,0,2,3,0,32
Winter Wheat,Wheat Beer - American Dark,Franconia Brewing Company,0,1,13,4,6,22,10,0,9,6,10,33
Outlaw McCaw,Wheat Beer - American Dark,Freetail Brewing Company,6.6,5,11,4,3,22,6,1,5,4,3,34
Jamieson Mountain Ale,Wheat Beer - American Dark,Jamieson Brewery,5,17,34,3,14,40,20,1,12,7,9,62
Winter Wheat,Wheat Beer - American Dark,"Middle Ages Brewing Co., Ltd.",6.5,3,8,2,0,9,8,0,3,0,6,13
Yin-Yang Witbier,Wheat Beer - American Dark,Iron Hill Brewery & Restaurant,4.5,0,3,0,1,2,3,0,3,1,1,7
Red Wheat,Wheat Beer - American Dark,Flat Branch Pub & Brewery,5.2,1,4,0,4,4,0,0,0,5,0,24
Dark Wheat,Wheat Beer - American Dark,The Merchant Ale House Restaurant & Brewpub,5.2,0,0,0,6,0,5,0,5,6,0,7
