Date,eth_usd,Open,High,Low,Close,Adj Close,Volume,SMA_20,EMA_20,RSI,MACD,MACD_Signal,Bollinger_Upper,Bollinger_Lower,Bollinger_Bandwidth,Percent_B
01/12/2017,ETH/USD,445.2090149,472.6090088,428.3120117,466.5400085,466.5400085,1247879936,394.2914032,409.4603518,69.2245113,,,516.508451,272.0743554,244.4340955,0.79557499
02/12/2017,ETH/USD,466.8510132,476.2390137,456.6530151,463.4490051,463.4490051,943649984,402.068454,414.6021283,68.09879468,,,521.0609438,283.0759641,237.9849797,0.757917753
03/12/2017,ETH/USD,463.7049866,482.8139954,451.8519897,465.8529968,465.8529968,990556992,409.5253036,419.4831634,68.52746077,,,524.8226567,294.2279506,230.5947062,0.744271406
04/12/2017,ETH/USD,466.0539856,474.7770081,453.3120117,470.20401,470.20401,1005550016,416.1539536,424.3137202,69.33072361,35.54757156,,529.3809242,302.9269829,226.4539412,0.738680131
05/12/2017,ETH/USD,470.2940063,473.5580139,457.6600037,463.2810059,463.2810059,1216720000,422.6501541,428.0248903,66.42569203,34.25309628,,530.9306645,314.3696438,216.5610207,0.68761849
06/12/2017,ETH/USD,462.6040039,462.7080078,420.2099915,428.5880127,428.5880127,1998259968,427.5333542,428.078521,54.17510848,30.08102535,,527.3010891,327.7656193,199.5354698,0.505285569
07/12/2017,ETH/USD,426.368988,441.3970032,414.4110107,434.4079895,434.4079895,2129570048,432.634053,428.6813275,55.65269226,26.93377676,,522.3485204,342.9195856,179.4289348,0.509886569
08/12/2017,ETH/USD,434.9890137,466.0620117,422.3670044,456.0310059,456.0310059,2336379904,438.0550034,431.2860588,60.72025398,25.88595906,,519.2638232,356.8461836,162.4176396,0.610677649
09/12/2017,ETH/USD,457.3439941,504.1470032,456.2529907,473.5020142,473.5020142,2003849984,444.0108047,435.3066259,64.2726321,26.16372125,,516.8406295,371.18098,145.6596494,0.702466569
10/12/2017,ETH/USD,472.7890015,472.7890015,429.5140076,441.7210083,441.7210083,1404179968,447.7603546,435.9175195,54.59937864,23.5479422,,511.4355561,384.0851531,127.350403,0.452576936
11/12/2017,ETH/USD,440.3580017,516.9689941,439.1040039,515.1359863,515.1359863,1771440000,455.4971039,443.4621354,66.96720796,27.08665553,,512.0361695,398.9580382,113.0781313,1.027413053
12/12/2017,ETH/USD,522.2860107,657.3179932,504.493988,651.4310303,651.4310303,5179829760,469.036055,463.2686968,78.61460772,40.423011,30.97516241,564.0156117,374.0564983,189.9591133,1.460180178
13/12/2017,ETH/USD,644.9060059,747.992981,597.7979736,702.7670288,702.7670288,4524539904,483.6661072,486.0780618,81.29052095,54.50624084,35.6813781,619.3048151,348.0273993,271.2774158,1.307663701
14/12/2017,ETH/USD,700.5939941,753.1209717,664.9890137,695.815979,695.815979,3821580032,494.7113556,506.0531015,79.83387145,64.36445692,41.41799386,658.7115151,330.7111961,328.0003189,1.113123256
15/12/2017,ETH/USD,696.3759766,697.132019,621.0609741,684.447998,684.447998,2758710016,505.6199554,523.0430916,77.39142188,70.44778493,47.22395208,688.5361847,322.7037262,365.8324585,0.988824976
16/12/2017,ETH/USD,686.1920166,718.3850098,680.7860107,696.2089844,696.2089844,2165690112,516.8639053,539.5350814,78.13666822,75.34929968,52.8490216,716.8196917,316.908119,399.9115726,0.948461838
17/12/2017,ETH/USD,696.2369995,735.8250122,696.2369995,719.9749756,719.9749756,2147389952,528.8449036,556.7198333,79.60003406,80.22669886,58.32455705,746.5428151,311.146992,435.3958232,0.938980031
18/12/2017,ETH/USD,721.7319946,803.9279785,689.2310181,794.6450195,794.6450195,3249230080,544.9320541,579.3793748,83.36693367,89.09034333,64.47771431,789.5975684,300.2665399,489.3310285,1.010315003
19/12/2017,ETH/USD,793.901001,881.9439697,785.34198,826.822998,826.822998,4096549888,564.8970535,602.9454342,84.67978765,97.58642383,71.09945621,832.1092037,297.6849033,534.4243004,0.990108598
20/12/2017,ETH/USD,827.5159912,845.0620117,756.0040283,819.0859985,819.0859985,3969939968,583.4956528,623.5302498,82.98374936,102.5136046,77.38228589,866.6326102,300.3586953,566.2739149,0.91603602
21/12/2017,ETH/USD,820.2360229,880.5430298,792.6890259,821.0629883,821.0629883,3569060096,601.2218018,642.3428916,83.07702092,105.3633938,82.97850748,896.9608666,305.4827369,591.4781297,0.871681006
22/12/2017,ETH/USD,822.6430054,827.6829834,543.7620239,674.8599854,674.8599854,4977710080,611.7923508,645.4397576,57.83141719,94.7324946,85.3293049,902.141961,321.4427405,580.6992205,0.60860637
23/12/2017,ETH/USD,681.315979,763.8950195,679.7310181,719.3870239,719.3870239,2480339968,624.4690521,652.4823544,61.65336145,88.87588439,86.0386208,910.3287465,338.6093577,571.7193888,0.666021957
24/12/2017,ETH/USD,721.7689819,721.7689819,614.9219971,694.1480103,694.1480103,2300549888,635.6662521,656.4505121,58.42115754,81.26117291,85.08313122,913.9210752,357.4114291,556.509646,0.605086693
25/12/2017,ETH/USD,698.8699951,782.5209961,698.8699951,765.8339844,765.8339844,2491760128,650.7939011,666.8679857,64.16720458,80.08771686,84.08404835,922.741978,378.8458241,543.8961539,0.711511117
26/12/2017,ETH/USD,763.3699951,786.789978,760.9349976,773.8359985,773.8359985,2201159936,668.0563004,677.0554155,64.7527649,78.89399925,83.04603853,924.798535,411.3140658,513.4844692,0.706003695
27/12/2017,ETH/USD,774.9699707,789.2529907,738.4130249,762.84198,762.84198,2100029952,684.4779999,685.2255645,63.22408918,76.18265776,81.67336237,920.5213106,448.4346891,472.0866215,0.665994918
28/12/2017,ETH/USD,762.2080078,763.3189697,701.1870117,737.0230103,737.0230103,2389149952,698.5276001,690.1586545,59.66186688,71.13057602,79.5648051,910.757356,486.2978442,424.4595118,0.590692773
29/12/2017,ETH/USD,740.3889771,770.1170044,729.6079712,753.59198,753.59198,2648969984,712.5320984,696.1999236,61.17370625,67.68352863,77.18854981,898.9082764,526.1559204,372.752356,0.610153245
30/12/2017,ETH/USD,753.8150024,753.8150024,685.2310181,717.257019,717.257019,3187780096,726.3088989,698.2053613,56.19936957,61.31301282,74.01344241,865.2823297,587.3354682,277.9468615,0.467433056
